"species","tip","gen","fam","clade","MSW3_sciName_matched","virus","cites","vcites","filter","vfilter","Synurbic","Complete"
"Myotis longipes","Myotis_longipes","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_longipes",8,0,0,"keep","keep",1,"yes"
"Myotis lucifugus","Myotis_lucifugus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_lucifugus",142,381,29,"keep","keep",1,"yes"
"Myotis macrodactylus","Myotis_macrodactylus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_macrodactylus",39,12,3,"keep","keep",1,"yes"
"Myotis macropus","Myotis_macropus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_macropus",8,2,1,"keep","keep",1,"yes"
"Myotis macrotarsus","Myotis_macrotarsus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_macrotarsus",0,0,0,"drop","drop",0,"yes"
"Myotis martiniquensis","Myotis_martiniquensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_martiniquensis",0,0,0,"drop","drop",1,"yes"
"Myotis melanorhinus","Myotis_melanorhinus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_melanorhinus",0,0,0,"drop","drop",0,"yes"
"Myotis midastactus","Myotis_midastactus","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,1,0,"keep","drop",1,"yes"
"Myotis moluccarum","Myotis_moluccarum","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_moluccarum",0,0,0,"drop","drop",1,"yes"
"Myotis montivagus","Myotis_montivagus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_montivagus",0,1,0,"keep","drop",NA,"yes"
"Myotis morrisi","Myotis_morrisi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_morrisi",0,0,0,"drop","drop",0,"yes"
"Myotis muricola","Myotis_muricola","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_muricola",2,1,0,"keep","keep",0,"yes"
"Myotis myotis","Myotis_myotis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_myotis",107,224,26,"keep","keep",1,"yes"
"Myotis mystacinus","Myotis_mystacinus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_mystacinus",38,20,1,"keep","keep",1,"yes"
"Myotis nattereri","Myotis_nattereri","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_nattereri",106,49,14,"keep","keep",1,"yes"
"Myotis nesopolus","Myotis_nesopolus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_nesopolus",0,1,0,"keep","drop",0,"yes"
"Myotis nigricans","Myotis_nigricans","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_nigricans",114,30,4,"keep","keep",1,"yes"
"Myotis nipalensis","Myotis_nipalensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_nipalensis",0,0,0,"drop","drop",1,"yes"
"Myotis occultus","Myotis_occultus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_occultus",0,1,1,"keep","keep",1,"yes"
"Myotis oreias","Myotis_oreias","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_oreias",0,0,0,"drop","drop",NA,"yes"
"Myotis oxyotus","Myotis_oxyotus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_oxyotus",7,2,0,"keep","keep",0,"yes"
"Myotis peninsularis","Myotis_peninsularis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_peninsularis",0,0,0,"drop","drop",1,"yes"
"Myotis pequinius","Myotis_pequinius","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_pequinius",45,4,2,"keep","keep",1,"yes"
"Myotis petax","Myotis_petax","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,25,8,3,"keep","keep",1,"yes"
"Myotis phanluongi","Myotis_phanluongi","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Myotis pilosus","Myotis_pilosus","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,257,2,0,"keep","keep",0,"yes"
"Myotis planiceps","Myotis_planiceps","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_planiceps",0,0,0,"drop","drop",0,"yes"
"Myotis pruinosus","Myotis_pruinosus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_pruinosus",0,2,0,"keep","drop",0,"yes"
"Myotis punicus","Myotis_punicus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_punicus",7,2,0,"keep","keep",1,"yes"
"Myotis ridleyi","Myotis_ridleyi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_ridleyi",0,0,0,"drop","drop",1,"yes"
"Myotis riparius","Myotis_riparius","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_riparius",10,7,1,"keep","keep",1,"yes"
"Myotis rosseti","Myotis_rosseti","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_rosseti",0,0,0,"drop","drop",1,"yes"
"Myotis ruber","Myotis_ruber","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_ruber",0,2,0,"keep","drop",1,"yes"
"Myotis rufopictus","Myotis_rufopictus","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Myotis schaubi","Myotis_schaubi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_schaubi",0,0,0,"drop","drop",1,"yes"
"Myotis scotti","Myotis_scotti","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_scotti",0,0,0,"drop","drop",NA,"yes"
"Myotis secundus","Myotis_secundus","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Myotis septentrionalis","Myotis_septentrionalis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_septentrionalis",27,21,0,"keep","keep",1,"yes"
"Myotis sicarius","Myotis_sicarius","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_sicarius",0,0,0,"drop","drop",NA,"yes"
"Myotis siligorensis","Myotis_siligorensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_siligorensis",9,2,0,"keep","keep",1,"yes"
"Myotis simus","Myotis_simus","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_simus",0,2,0,"keep","drop",1,"yes"
"Myotis sodalis","Myotis_sodalis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_sodalis",0,18,0,"keep","drop",1,"yes"
"Myotis soror","Myotis_soror","Myotis","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Myotis stalkeri","Myotis_stalkeri","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_stalkeri",0,0,0,"drop","drop",0,"yes"
"Myotis thysanodes","Myotis_thysanodes","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_thysanodes",7,9,1,"keep","keep",1,"yes"
"Myotis tricolor","Myotis_tricolor","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_tricolor",0,3,0,"keep","drop",1,"yes"
"Myotis velifer","Myotis_velifer","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_velifer",44,27,3,"keep","keep",0,"yes"
"Myotis vivesi","Myotis_vivesi","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_vivesi",0,9,0,"keep","drop",1,"yes"
"Myotis volans","Myotis_volans","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_volans",18,8,2,"keep","keep",1,"yes"
"Myotis welwitschii","Myotis_welwitschii","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_welwitschii",1,0,0,"keep","keep",1,"yes"
"Myotis yanbarensis","Myotis_yanbarensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_yanbarensis",0,1,0,"keep","drop",0,"yes"
"Myotis yumanensis","Myotis_yumanensis","Myotis","VESPERTILIONIDAE","Yangochiroptera","Myotis_yumanensis",62,9,0,"keep","keep",1,"yes"
"Mystacina robusta","Mystacina_robusta","Mystacina","MYSTACINIDAE","Yangochiroptera","Mystacina_robusta",0,0,0,"drop","drop",0,"yes"
"Mystacina tuberculata","Mystacina_tuberculata","Mystacina","MYSTACINIDAE","Yangochiroptera","Mystacina_tuberculata",23,18,3,"keep","keep",0,"yes"
"Myzopoda aurita","Myzopoda_aurita","Myzopoda","MYZOPODIDAE","Yangochiroptera","Myzopoda_aurita",0,1,0,"keep","drop",0,"yes"
"Myzopoda schliemanni","Myzopoda_schliemanni","Myzopoda","MYZOPODIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Nanonycteris veldkampii","Nanonycteris_veldkampii","Nanonycteris","PTEROPODIDAE","Yinpterochiroptera","Nanonycteris_veldkampii",2,1,1,"keep","keep",0,"yes"
"Natalus espiritosantensis","Natalus_espiritosantensis","Natalus","NATALIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Natalus jamaicensis","Natalus_jamaicensis","Natalus","NATALIDAE","Yangochiroptera","Natalus_jamaicensis",0,0,0,"drop","drop",0,"yes"
"Natalus lanatus","Natalus_lanatus","Natalus","NATALIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Natalus major","Natalus_major","Natalus","NATALIDAE","Yangochiroptera","Natalus_major",0,0,0,"drop","drop",0,"yes"
"Natalus mexicanus","Natalus_mexicanus","Natalus","NATALIDAE","Yangochiroptera",NA,0,1,0,"keep","drop",0,"yes"
"Natalus primus","Natalus_primus","Natalus","NATALIDAE","Yangochiroptera","Natalus_primus",0,0,0,"drop","drop",0,"yes"
"Natalus saturatus","Natalus_saturatus","Natalus","NATALIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Natalus stramineus","Natalus_stramineus","Natalus","NATALIDAE","Yangochiroptera","Natalus_stramineus",5,4,1,"keep","keep",0,"yes"
"Natalus tumidirostris","Natalus_tumidirostris","Natalus","NATALIDAE","Yangochiroptera","Natalus_tumidirostris",16,2,0,"keep","keep",0,"yes"
"Neonycteris pusilla","Neonycteris_pusilla","Neonycteris","PHYLLOSTOMIDAE","Yangochiroptera","Neonycteris_pusilla",0,0,0,"drop","drop",NA,"yes"
"Neopteryx frosti","Neopteryx_frosti","Neopteryx","PTEROPODIDAE","Yinpterochiroptera","Neopteryx_frosti",0,0,0,"drop","drop",NA,"yes"
"Neoromicia brunnea","Neoromicia_brunnea","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,1,0,0,"keep","keep",1,"yes"
"Neoromicia capensis","Neoromicia_capensis","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_capensis",17,5,4,"keep","keep",1,"yes"
"Neoromicia flavescens","Neoromicia_flavescens","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_flavescens",0,0,0,"drop","drop",NA,"yes"
"Neoromicia guineensis","Neoromicia_guineensis","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_guineensis",0,0,0,"drop","drop",NA,"yes"
"Neoromicia helios","Neoromicia_helios","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_helios",5,0,0,"keep","keep",NA,"yes"
"Neoromicia malagasyensis","Neoromicia_malagasyensis","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Neoromicia matroka","Neoromicia_matroka","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,0,1,0,"keep","drop",1,"yes"
"Neoromicia melckorum","Neoromicia_melckorum","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_melckorum",0,0,0,"drop","drop",1,"yes"
"Neoromicia nana","Neoromicia_nana","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,17,5,1,"keep","keep",1,"yes"
"Neoromicia rendalli","Neoromicia_rendalli","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_rendalli",0,1,0,"keep","drop",1,"yes"
"Neoromicia robertsi","Neoromicia_robertsi","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Neoromicia roseveari","Neoromicia_roseveari","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Neoromicia somalica","Neoromicia_somalica","Neoromicia","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Neoromicia tenuipinnis","Neoromicia_tenuipinnis","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_tenuipinnis",8,0,0,"keep","keep",1,"yes"
"Neoromicia zuluensis","Neoromicia_zuluensis","Neoromicia","VESPERTILIONIDAE","Yangochiroptera","Neoromicia_zuluensis",0,0,0,"drop","drop",NA,"yes"
"Noctilio albiventris","Noctilio_albiventris","Noctilio","NOCTILIONIDAE","Yangochiroptera","Noctilio_albiventris",0,22,1,"keep","keep",1,"yes"
"Noctilio leporinus","Noctilio_leporinus","Noctilio","NOCTILIONIDAE","Yangochiroptera","Noctilio_leporinus",1,20,0,"keep","keep",1,"yes"
"Notopteris macdonaldi","Notopteris_macdonaldi","Notopteris","PTEROPODIDAE","Yinpterochiroptera","Notopteris_macdonaldi",0,0,0,"drop","drop",0,"yes"
"Notopteris neocaledonica","Notopteris_neocaledonica","Notopteris","PTEROPODIDAE","Yinpterochiroptera","Notopteris_neocaledonica",0,0,0,"drop","drop",0,"yes"
"Nyctalus aviator","Nyctalus_aviator","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_aviator",0,2,0,"keep","drop",1,"yes"
"Nyctalus azoreum","Nyctalus_azoreum","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_azoreum",0,3,0,"keep","drop",1,"yes"
"Nyctalus furvus","Nyctalus_furvus","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_furvus",0,0,0,"drop","drop",1,"yes"
"Nyctalus lasiopterus","Nyctalus_lasiopterus","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_lasiopterus",42,10,1,"keep","keep",1,"yes"
"Nyctalus leisleri","Nyctalus_leisleri","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_leisleri",25,13,1,"keep","keep",1,"yes"
"Nyctalus montanus","Nyctalus_montanus","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_montanus",0,0,0,"drop","drop",0,"yes"
"Nyctalus noctula","Nyctalus_noctula","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_noctula",91,66,13,"keep","keep",1,"yes"
"Nyctalus plancyi","Nyctalus_plancyi","Nyctalus","VESPERTILIONIDAE","Yangochiroptera","Nyctalus_plancyi",11,9,0,"keep","keep",1,"yes"
"Nycteris arge","Nycteris_arge","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_arge",0,0,0,"drop","drop",0,"yes"
"Nycteris aurita","Nycteris_aurita","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_aurita",0,0,0,"drop","drop",NA,"yes"
"Nycteris gambiensis","Nycteris_gambiensis","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_gambiensis",0,0,0,"drop","drop",1,"yes"
"Nycteris grandis","Nycteris_grandis","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_grandis",0,1,0,"keep","drop",1,"yes"
"Nycteris hispida","Nycteris_hispida","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_hispida",5,3,0,"keep","keep",1,"yes"
"Nycteris intermedia","Nycteris_intermedia","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_intermedia",0,0,0,"drop","drop",0,"yes"
"Nycteris javanica","Nycteris_javanica","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_javanica",0,1,0,"keep","drop",1,"yes"
"Nycteris macrotis","Nycteris_macrotis","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_macrotis",2,1,0,"keep","keep",1,"yes"
"Nycteris madagascariensis","Nycteris_madagascariensis","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_madagascariensis",0,0,0,"drop","drop",NA,"yes"
"Nycteris major","Nycteris_major","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_major",0,0,0,"drop","drop",0,"yes"
"Nycteris nana","Nycteris_nana","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_nana",0,1,1,"keep","keep",0,"yes"
"Nycteris parisii","Nycteris_parisii","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_parisii",0,0,0,"drop","drop",NA,"yes"
"Nycteris thebaica","Nycteris_thebaica","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_thebaica",32,9,1,"keep","keep",1,"yes"
"Nycteris tragata","Nycteris_tragata","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_tragata",0,0,0,"drop","drop",1,"yes"
"Nycteris vinsoni","Nycteris_vinsoni","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_vinsoni",0,0,0,"drop","drop",0,"yes"
"Nycteris woodi","Nycteris_woodi","Nycteris","NYCTERIDAE","Yangochiroptera","Nycteris_woodi",0,0,0,"drop","drop",1,"yes"
"Nycticeinops schlieffeni","Nycticeinops_schlieffeni","Nycticeinops","VESPERTILIONIDAE","Yangochiroptera","Nycticeinops_schlieffeni",0,0,0,"drop","drop",1,"yes"
"Nycticeius aenobarbus","Nycticeius_aenobarbus","Nycticeius","VESPERTILIONIDAE","Yangochiroptera","Nycticeius_aenobarbus",0,0,0,"drop","drop",NA,"yes"
"Nycticeius cubanus","Nycticeius_cubanus","Nycticeius","VESPERTILIONIDAE","Yangochiroptera","Nycticeius_cubanus",0,0,0,"drop","drop",1,"yes"
"Nycticeius humeralis","Nycticeius_humeralis","Nycticeius","VESPERTILIONIDAE","Yangochiroptera","Nycticeius_humeralis",15,11,2,"keep","keep",1,"yes"
"Nyctiellus lepidus","Nyctiellus_lepidus","Nyctiellus","NATALIDAE","Yangochiroptera","Nyctiellus_lepidus",0,0,0,"drop","drop",1,"yes"
"Nyctimene aello","Nyctimene_aello","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_aello",0,0,0,"drop","drop",0,"yes"
"Nyctimene albiventer","Nyctimene_albiventer","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_albiventer",0,0,0,"drop","drop",0,"yes"
"Nyctimene cephalotes","Nyctimene_cephalotes","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_cephalotes",1,0,0,"keep","keep",0,"yes"
"Nyctimene certans","Nyctimene_certans","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_certans",0,0,0,"drop","drop",0,"yes"
"Nyctimene cyclotis","Nyctimene_cyclotis","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_cyclotis",0,0,0,"drop","drop",0,"yes"
"Nyctimene draconilla","Nyctimene_draconilla","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_draconilla",0,0,0,"drop","drop",0,"yes"
"Nyctimene keasti","Nyctimene_keasti","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_keasti",0,0,0,"drop","drop",0,"yes"
"Nyctimene major","Nyctimene_major","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_major",0,0,0,"drop","drop",0,"yes"
"Nyctimene malaitensis","Nyctimene_malaitensis","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_malaitensis",0,0,0,"drop","drop",0,"yes"
"Nyctimene masalai","Nyctimene_masalai","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_masalai",0,0,0,"drop","drop",0,"yes"
"Nyctimene minutus","Nyctimene_minutus","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_minutus",0,0,0,"drop","drop",0,"yes"
"Nyctimene rabori","Nyctimene_rabori","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_rabori",0,0,0,"drop","drop",0,"yes"
"Nyctimene robinsoni","Nyctimene_robinsoni","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_robinsoni",0,2,0,"keep","drop",0,"yes"
"Nyctimene sanctacrucis","Nyctimene_sanctacrucis","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_sanctacrucis",0,0,0,"drop","drop",0,"yes"
"Nyctimene vizcaccia","Nyctimene_vizcaccia","Nyctimene","PTEROPODIDAE","Yinpterochiroptera","Nyctimene_vizcaccia",0,0,0,"drop","drop",0,"yes"
"Nyctinomops aurispinosus","Nyctinomops_aurispinosus","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Nyctinomops_aurispinosus",0,0,0,"drop","drop",1,"yes"
"Nyctinomops femorosaccus","Nyctinomops_femorosaccus","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Nyctinomops_femorosaccus",0,1,0,"keep","drop",1,"yes"
"Nyctinomops kalinowskii","Nyctinomops_kalinowskii","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Mormopterus_kalinowskii",0,0,0,"drop","drop",0,"yes"
"Nyctinomops laticaudatus","Nyctinomops_laticaudatus","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Nyctinomops_laticaudatus",104,17,9,"keep","keep",1,"yes"
"Nyctinomops macrotis","Nyctinomops_macrotis","Nyctinomops","MOLOSSIDAE","Yangochiroptera","Nyctinomops_macrotis",14,9,4,"keep","keep",1,"yes"
"Nyctophilus arnhemensis","Nyctophilus_arnhemensis","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_arnhemensis",1,0,0,"keep","keep",1,"yes"
"Nyctophilus bifax","Nyctophilus_bifax","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_bifax",0,5,0,"keep","drop",1,"yes"
"Nyctophilus corbeni","Nyctophilus_corbeni","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Nyctophilus geoffroyi","Nyctophilus_geoffroyi","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_geoffroyi",2,11,0,"keep","keep",1,"yes"
"Nyctophilus gouldi","Nyctophilus_gouldi","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_gouldi",2,12,0,"keep","keep",1,"yes"
"Nyctophilus heran","Nyctophilus_heran","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_heran",0,0,0,"drop","drop",NA,"yes"
"Nyctophilus howensis","Nyctophilus_howensis","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_howensis",0,0,0,"drop","drop",NA,"yes"
"Nyctophilus microdon","Nyctophilus_microdon","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_microdon",0,0,0,"drop","drop",0,"yes"
"Nyctophilus microtis","Nyctophilus_microtis","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_microtis",0,0,0,"drop","drop",0,"yes"
"Nyctophilus nebulosus","Nyctophilus_nebulosus","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_nebulosus",0,0,0,"drop","drop",NA,"yes"
"Nyctophilus sherrini","Nyctophilus_sherrini","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Nyctophilus shirleyae","Nyctophilus_shirleyae","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",NA,"yes"
"Nyctophilus timoriensis","Nyctophilus_timoriensis","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_timoriensis",0,0,0,"drop","drop",0,"yes"
"Nyctophilus walkeri","Nyctophilus_walkeri","Nyctophilus","VESPERTILIONIDAE","Yangochiroptera","Nyctophilus_walkeri",0,0,0,"drop","drop",NA,"yes"
"Otomops formosus","Otomops_formosus","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_formosus",0,0,0,"drop","drop",NA,"yes"
"Otomops johnstonei","Otomops_johnstonei","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_johnstonei",0,0,0,"drop","drop",0,"yes"
"Otomops madagascariensis","Otomops_madagascariensis","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_madagascariensis",8,1,0,"keep","keep",0,"yes"
"Otomops martiensseni","Otomops_martiensseni","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_martiensseni",66,3,0,"keep","keep",1,"yes"
"Otomops papuensis","Otomops_papuensis","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_papuensis",0,0,0,"drop","drop",0,"yes"
"Otomops secundus","Otomops_secundus","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_secundus",0,0,0,"drop","drop",0,"yes"
"Otomops wroughtoni","Otomops_wroughtoni","Otomops","MOLOSSIDAE","Yangochiroptera","Otomops_wroughtoni",0,0,0,"drop","drop",0,"yes"
"Otonycteris hemprichii","Otonycteris_hemprichii","Otonycteris","VESPERTILIONIDAE","Yangochiroptera","Otonycteris_hemprichii",0,7,0,"keep","drop",1,"yes"
"Otopteropus cartilagonodus","Otopteropus_cartilagonodus","Otopteropus","PTEROPODIDAE","Yinpterochiroptera","Otopteropus_cartilagonodus",0,0,0,"drop","drop",NA,"yes"
"Paracoelops megalotis","Paracoelops_megalotis","Paracoelops","HIPPOSIDERIDAE","Yinpterochiroptera","Paracoelops_megalotis",0,0,0,"drop","drop",1,"yes"
"Paranyctimene raptor","Paranyctimene_raptor","Paranyctimene","PTEROPODIDAE","Yinpterochiroptera","Paranyctimene_raptor",0,0,0,"drop","drop",0,"yes"
"Paranyctimene tenax","Paranyctimene_tenax","Paranyctimene","PTEROPODIDAE","Yinpterochiroptera","Paranyctimene_tenax",0,0,0,"drop","drop",0,"yes"
"Parastrellus hesperus","Parastrellus_hesperus","Parastrellus","VESPERTILIONIDAE","Yangochiroptera","Pipistrellus_hesperus",141,0,0,"keep","keep",1,"yes"
"Paratriaenops auritus","Paratriaenops_auritus","Paratriaenops","HIPPOSIDERIDAE","Yinpterochiroptera","Triaenops_auritus",0,0,0,"drop","drop",0,"yes"
"Paratriaenops furculus","Paratriaenops_furculus","Paratriaenops","HIPPOSIDERIDAE","Yinpterochiroptera","Triaenops_furculus",11,2,0,"keep","keep",0,"yes"
"Paratriaenops pauliani","Paratriaenops_pauliani","Paratriaenops","HIPPOSIDERIDAE","Yinpterochiroptera",NA,0,0,0,"drop","drop",1,"yes"
"Penthetor lucasi","Penthetor_lucasi","Penthetor","PTEROPODIDAE","Yinpterochiroptera","Penthetor_lucasi",0,2,0,"keep","drop",0,"yes"
"Peropteryx kappleri","Peropteryx_kappleri","Peropteryx","EMBALLONURIDAE","Yangochiroptera","Peropteryx_kappleri",0,4,0,"keep","drop",1,"yes"
"Peropteryx leucoptera","Peropteryx_leucoptera","Peropteryx","EMBALLONURIDAE","Yangochiroptera","Peropteryx_leucoptera",0,0,0,"drop","drop",0,"yes"
"Peropteryx macrotis","Peropteryx_macrotis","Peropteryx","EMBALLONURIDAE","Yangochiroptera","Peropteryx_macrotis",1,6,0,"keep","keep",1,"yes"
"Peropteryx pallidoptera","Peropteryx_pallidoptera","Peropteryx","EMBALLONURIDAE","Yangochiroptera",NA,0,0,0,"drop","drop",0,"yes"
"Peropteryx trinitatis","Peropteryx_trinitatis","Peropteryx","EMBALLONURIDAE","Yangochiroptera","Peropteryx_trinitatis",0,0,0,"drop","drop",1,"yes"
"Pharotis imogene","Pharotis_imogene","Pharotis","VESPERTILIONIDAE","Yangochiroptera","Pharotis_imogene",0,0,0,"drop","drop",0,"yes"
